Name Place,Rating,Reviews,City,Country,State,Weighted_Score,Weighted_Average,Rank_in_City
Karwale Bhagavathi Temple,4.5,53,Coorg,India,Karnataka,238.5,4.62,5
Beeji's Park,4.5,2592,Dalhousie,India,Himachal Pradesh,11664,4.49,1
St. John's Church,4.2,2329,Dalhousie,India,Himachal Pradesh,9781.8,4.59,2
Bhuri Singh Museum,4.3,1786,Dalhousie,India,Himachal Pradesh,7679.8,4.55,3
Kalatop Forest,4.4,1055,Dalhousie,India,Himachal Pradesh,4642,4.49,4
Dalhousie Cantonment Forest,4.5,781,Dalhousie,India,Himachal Pradesh,3514.5,4.49,5
Chamera Lake view point,4.4,473,Dalhousie,India,Himachal Pradesh,2081.2,4.49,6
St. Francis Church,4.5,355,Dalhousie,India,Himachal Pradesh,1597.5,4.59,7
Nomadic Dalhousie,4.6,154,Dalhousie,India,Himachal Pradesh,708.4,4.49,8
Church Park,4.1,58,Dalhousie,India,Himachal Pradesh,237.8,4.49,9
Shyama Mai Temple,4.7,3486,Darbhanga,India,Bihar,16384.2,4.65,1
Chandradhari Museum,4.1,1696,Darbhanga,India,Bihar,6953.6,4.19,2
Manokamna Mandir,4.6,1301,Darbhanga,India,Bihar,5984.6,4.65,3
Darbhanga Fort,4.3,1105,Darbhanga,India,Bihar,4751.5,4.19,4
Kali Mandir,4.5,766,Darbhanga,India,Bihar,3447,4.65,5
Maharaja Madhav Singh Park,4.2,626,Darbhanga,India,Bihar,2629.2,4.19,6
Shyama Maa Kali Temple,4.5,469,Darbhanga,India,Bihar,2110.5,4.65,7
Anandbag Botanical Garden,4.3,286,Darbhanga,India,Bihar,1229.8,4.19,8
Rambag Palace,4.2,91,Darbhanga,India,Bihar,382.2,4.19,9
"Peace Pagoda, Darjeeling",4.6,7573,Darjeeling,India,West Bengal,34835.8,4.55,1
Ghoom Monastery (Samten Choeling),4.3,7907,Darjeeling,India,West Bengal,34000.1,4.55,2
Tea Garden View,4.3,6735,Darjeeling,India,West Bengal,28960.5,4.43,3
Batasia Eco Garden,4.5,6163,Darjeeling,India,West Bengal,27733.5,4.43,4
"Japanese Buddhist Temple, Darjeeling",4.5,4823,Darjeeling,India,West Bengal,21703.5,4.55,5
Darjeeling Clock Tower,4.3,3895,Darjeeling,India,West Bengal,16748.5,4.54,6
Mahakal Temple,4.7,2822,Darjeeling,India,West Bengal,13263.4,4.55,7
Happy Valley Tea Estate,4.4,2302,Darjeeling,India,West Bengal,10128.8,4.43,8
Shrubbery Nightingale Park,4.3,1355,Darjeeling,India,West Bengal,5826.5,4.43,9
Yiga Choeling Monastery,4.5,529,Darjeeling,India,West Bengal,2380.5,4.55,10
Himalayan Tibet Museum,4.5,406,Darjeeling,India,West Bengal,1827,4.54,11
HMI MUSEUM,4.6,285,Darjeeling,India,West Bengal,1311,4.54,12
St. Andrews Church,4.4,240,Darjeeling,India,West Bengal,1056,4.55,13
"DHR Ghum Railway Museum - Darjeeling District, West Bengal, India",4.3,238,Darjeeling,India,West Bengal,1023.4,4.54,14
Guiders,4.5,225,Darjeeling,India,West Bengal,1012.5,4.55,15
India Gate,4.6,265451,Dehli,India,Delhi,1221074.6,4.51,1
Red Fort,4.5,153536,Dehli,India,Delhi,690912,4.51,2
Qutub Minar,4.5,138428,Dehli,India,Delhi,622926,4.51,3
Gurudwara Sis Ganj Sahib,4.8,69002,Dehli,India,Delhi,331209.6,4.69,4
Shri Kalka Ji Temple,4.6,37094,Dehli,India,Delhi,170632.4,4.69,5
Jantar Mantar,4.2,31229,Dehli,India,Delhi,131161.8,4.29,6
Purana Quila,4.2,31058,Dehli,India,Delhi,130443.6,4.51,7
The Garden of Five Senses,4.1,22852,Dehli,India,Delhi,93693.2,4.29,8
Nehru Park,4.5,18516,Dehli,India,Delhi,83322,4.29,9
Shri Laxmi Narayan Temple (Birla Mandir),4.6,14085,Dehli,India,Delhi,64791,4.69,10
"Indira Gandhi Memorial Museum, Delhi",4.5,14367,Dehli,India,Delhi,64651.5,4.51,11
"Safdarjung Tomb, Delhi",4.4,14180,Dehli,India,Delhi,62392,4.51,12
Tughlakabad Fort Delhi,4.1,12811,Dehli,India,Delhi,52525.1,4.51,13
Dargah Nizamuddin Aulia,4.6,10409,Dehli,India,Delhi,47881.4,4.69,14
Bharat Darshan Park,4.3,8115,Dehli,India,Punjab,34894.5,4.36,15
Sulabh International Museum Of Toilets,4.3,8008,Dehli,India,Delhi,34434.4,4.51,16
Millennium Park,4.2,8075,Dehli,India,Delhi,33915,4.29,17
Indraprastha Park,4.2,7894,Dehli,India,Delhi,33154.8,4.29,18
Deer Park,4.4,5805,Dehli,India,Delhi,25542,4.29,19
Shankar's International Dolls Museum,4.2,5956,Dehli,India,Delhi,25015.2,4.51,20
Hauz Khas Fort,4.4,3374,Dehli,India,Delhi,14845.6,4.51,21
"Isa Khan's Tomb, Delhi",4.4,2920,Dehli,India,Delhi,12848,4.51,22
Mehrauli Archaeological Park,4.3,2628,Dehli,India,Delhi,11300.4,4.51,23
"Iron Pillar, Delhi",4.6,2153,Dehli,India,Delhi,9903.8,4.51,24
India Africa Friendship Rose Garden,4.4,1854,Dehli,India,Delhi,8157.6,4.29,25
Charkha Museum,4.2,1646,Dehli,India,Delhi,6913.2,4.51,26
Qudsia Bagh,4.3,1097,Dehli,India,Delhi,4717.1,4.29,27
Darya Khan's Tomb,4.3,804,Dehli,India,Delhi,3457.2,4.51,28
"Satpula, Delhi",4.1,839,Dehli,India,Delhi,3439.9,4.51,29
Rajon Ki Baoli,4.1,554,Dehli,India,Delhi,2271.4,4.51,30
Indian War Memorial Museum,4.4,475,Dehli,India,Delhi,2090,4.51,31
Mumtaz Mahal,4.3,468,Dehli,India,Delhi,2012.4,4.51,32
Tomb of Iltutmish,4.5,312,Dehli,India,Delhi,1404,4.51,33
Ram Yantra,4.7,289,Dehli,India,Delhi,1358.3,4.51,34
Tapkeshwar Mahadev Mandir,4.7,21020,Dehradun,India,Uttarakhand,98794,4.64,1
Malsi Deer Park,4.1,11341,Dehradun,India,Uttarakhand,46498.1,4.34,2
Jheel Clement Town,4.3,1759,Dehradun,India,Uttarakhand,7563.7,4.34,3
Khalanga War Memorial,4.5,1245,Dehradun,India,Uttarakhand,5602.5,4.49,4
Chandrabani Temple,4.4,776,Dehradun,India,Uttarakhand,3414.4,4.64,5
Subir Raha Oil Museum,4.5,399,Dehradun,India,Uttarakhand,1795.5,4.49,6
Tapovan Temple,4.3,407,Dehradun,India,Uttarakhand,1750.1,4.64,7
Zonal Anthropological Museum,4.1,123,Dehradun,India,Uttarakhand,504.3,4.49,8
India Gate,4.6,265451,Delhi,India,Delhi,1221074.6,4.51,1
Red Fort,4.5,153536,Delhi,India,Delhi,690912,4.51,2
Lodhi Garden,4.5,47959,Delhi,India,Delhi,215815.5,4.29,3
Humayun's Tomb,4.5,40464,Delhi,India,Delhi,182088,4.51,4
Jantar Mantar,4.2,31230,Delhi,India,Delhi,131166,4.29,5
Purana Quila,4.2,31058,Delhi,India,Delhi,130443.6,4.51,6
The Garden of Five Senses,4.1,22852,Delhi,India,Delhi,93693.2,4.29,7
Shri Laxmi Narayan Temple (Birla Mandir),4.6,14085,Delhi,India,Delhi,64791,4.69,8
"Safdarjung Tomb, Delhi",4.4,14180,Delhi,India,Delhi,62392,4.51,9
Tughlakabad Fort Delhi,4.1,12811,Delhi,India,Delhi,52525.1,4.51,10
Hauz Khas Fort,4.4,3374,Delhi,India,Delhi,14845.6,4.51,11
Mehrauli Archaeological Park,4.3,2628,Delhi,India,Delhi,11300.4,4.51,12
Shanti Stupa New Delhi,4.4,1645,Delhi,India,Delhi,7238,4.69,13
Darya Khan's Tomb,4.3,804,Delhi,India,Delhi,3457.2,4.51,14
Mumtaz Mahal,4.3,468,Delhi,India,Delhi,2012.4,4.51,15
"Zafar Mahal, Delhi",4.4,140,Delhi,India,Delhi,616,4.51,16
Shakti Mandir,4.7,4915,Dhanbad,India,Jharkhand,23100.5,4.63,1
Rajendra Sarovar Park,4.2,913,Dhanbad,India,Jharkhand,3834.6,4.28,2
Bekarbandh Park,4.2,786,Dhanbad,India,Jharkhand,3301.2,4.28,3
Vaishnavi & Vaibhavi Wellbeing Hub,4.1,612,Dhanbad,India,Jharkhand,2509.2,4.28,4
Katras Palace,4.1,412,Dhanbad,India,Jharkhand,1689.2,4.23,5
Hirapur Durga Mandir hiiraapur durgaa mndir,4.3,322,Dhanbad,India,Jharkhand,1384.6,4.63,6
Sai Baba Mandir,4.6,231,Dhanbad,India,Jharkhand,1062.6,4.63,7
"Govardhan Eco Restoration Park, Bera",4.4,69,Dhanbad,India,Jharkhand,303.6,4.28,8
Naddi Hill Point Mcleod Ganj,4.5,2975,Dharamshala,India,Himachal Pradesh,13387.5,4.49,1
Naddi View Point,4.5,2666,Dharamshala,India,Himachal Pradesh,11997,4.49,2
Tsuglagkhang Complex Dalai Lama Temple,4.6,2510,Dharamshala,India,Himachal Pradesh,11546,4.59,3
Namgyal Monastery,4.6,1417,Dharamshala,India,Himachal Pradesh,6518.2,4.59,4
Kalachakra temple,4.5,871,Dharamshala,India,Himachal Pradesh,3919.5,4.59,5
Dip Tse Chok Ling,4.4,145,Dharamshala,India,Himachal Pradesh,638,4.59,6
Shiva Temple,4.5,81,Dharamshala,India,Himachal Pradesh,364.5,4.59,7
DHEU SAGAR,4.3,4893,Digha,India,West Bengal,21039.9,4.43,1
Boating point at Amarabati Park,4.2,98,Digha,India,West Bengal,411.6,4.43,2
Life Spring Corner,4.1,181,Dimapur,India,Assam,742.1,4.49,1
Tau Devilal Town Park Faridabad (Haryana),4.3,12216,Faridabad,India,Haryana,52528.8,4.27,1
Shri Maharani Vaishno Devi Mandir,4.6,3642,Faridabad,India,Haryana,16753.2,4.82,2
ISKCON Faridabad,4.6,2108,Faridabad,India,Haryana,9696.8,4.82,3
City Park,4.1,1893,Faridabad,India,Haryana,7761.3,4.27,4
Z Park,4.2,1629,Faridabad,India,Haryana,6841.8,4.27,5
Shirdi Sai Baba Temple,4.8,1403,Faridabad,India,Haryana,6734.4,4.82,6
Leisure Valley park,4.1,1130,Faridabad,India,Haryana,4633,4.27,7
Rose Garden Faridabad,4.1,951,Faridabad,India,Haryana,3899.1,4.27,8
"Parson Temple, Faridabad",4.5,702,Faridabad,India,Haryana,3159,4.82,9
Kalibari Temple,4.7,252,Faridabad,India,Haryana,1184.4,4.82,10
Laxmi Narayan Mandir,4.6,154,Faridabad,India,Haryana,708.4,4.82,11
Shiv Mandir,4.4,74,Faridabad,India,Haryana,325.6,4.82,12
Sheetla Mata Mandir,4.4,72,Faridabad,India,Haryana,316.8,4.82,13
Mata Vaishno Devi Mandir Faridabad,4.5,66,Faridabad,India,Haryana,297,4.82,14
Satkunda Mandir,4.5,63,Faridabad,India,Haryana,283.5,4.82,15
Juta sewa,4.4,55,Faridabad,India,Haryana,242,4.82,16
Gonjang Monastery,4.5,6502,Gangtok,India,Sikkim,29259,4.52,1
Hanuman Tok,4.7,4328,Gangtok,India,Sikkim,20341.6,4.52,2
Do Drul Chorten,4.4,4522,Gangtok,India,Sikkim,19896.8,4.52,3
Ganesh Tok,4.5,3292,Gangtok,India,Sikkim,14814,4.52,4
Enchey Monastery,4.5,2323,Gangtok,India,Sikkim,10453.5,4.52,5
Namgyal Institute of Tibetology,4.3,1988,Gangtok,India,Sikkim,8548.4,4.3,6
Kanchendzonga national park,4.5,442,Gangtok,India,Sikkim,1989,4.5,7
Thakurbari Temple,4.5,373,Gangtok,India,Sikkim,1678.5,4.52,8
Gir National Park,4.5,8246,Gir,India,Gujarat,37107,4.4,1
"Khandoli Park, Giridih",4.1,3936,Giridih,India,Jharkhand,16137.6,4.28,1
Kabir Gyan Mandir,4.6,477,Giridih,India,Jharkhand,2194.2,4.63,2
Aguada Fort,4.2,96887,Goa,India,Goa,406925.4,4.25,1
Dudhsagar Falls,4.6,27991,Goa,India,Goa,128758.6,4.44,2
Sinquerim Fort,4.5,15553,Goa,India,Goa,69988.5,4.25,3
Cabo de Rama Fort,4.4,12522,Goa,India,Goa,55096.8,4.25,4
Big Foot Goa,4.1,7491,Goa,India,Goa,30713.1,4.25,5
Indian Naval Aviation Museum,4.5,6425,Goa,India,Goa,28912.5,4.25,6
Se Cathedral,4.5,5961,Goa,India,Goa,26824.5,4.54,7
"Colva Beach, Goa",4.3,4866,Goa,India,Goa,20923.8,4.44,8
Kadamba Shri Mahadeva Temple (Tambdisurla),4.8,4201,Goa,India,Goa,20164.8,4.54,9
Church of St. Francis of Assisi,4.5,4357,Goa,India,Goa,19606.5,4.54,10
Goa Beaches,4.5,3256,Goa,India,Goa,14652,4.44,11
St. Augustine Tower,4.5,3222,Goa,India,Goa,14499,4.25,12
Mollem National Park & Bhagwan Mahavir Wildlife Sanctuary,4.4,3269,Goa,India,Goa,14383.6,4.44,13
Houses of Goa Museum,4.2,3215,Goa,India,Goa,13503,4.25,14
"Sernabatim Beach, Colva",4.5,2052,Goa,India,Goa,9234,4.44,15
Campal Gardens,4.2,2142,Goa,India,Goa,8996.4,4.44,16
Chorla Ghat,4.4,1717,Goa,India,Goa,7554.8,4.44,17
Azad Maidan,4.2,1759,Goa,India,Goa,7387.8,4.25,18
Arambol Mountain,4.6,968,Goa,India,Goa,4452.8,4.44,19
Palacio do Deao,4.6,817,Goa,India,Goa,3758.2,4.25,20
Archaeological Museum of Goa,4.3,851,Goa,India,Goa,3659.3,4.25,21
"St. Cajetan Church, Goa",4.6,745,Goa,India,Goa,3427,4.54,22
Cotigao Wildlife Sanctuary,4.2,678,Goa,India,Goa,2847.6,4.44,23
Tambdi Surla Waterfalls,4.6,394,Goa,India,Goa,1812.4,4.44,24
Museum Of Christian Art,4.4,356,Goa,India,Goa,1566.4,4.25,25
Juve Fort,4.4,314,Goa,India,Goa,1381.6,4.25,26
Gulmarg Wildlife Sanctuary,4.5,6306,Gulmarg,India,Jammu And Kashmir,28377,4.41,1
Gwalior Fort,4.5,39698,Gwalior,India,Madhya Pradesh,178641,4.43,1
Surya Mandir Gwalior,4.5,4925,Gwalior,India,Madhya Pradesh,22162.5,4.74,2
HH Maharaja Sir Jiwajirao Scindia Museum,4.3,4292,Gwalior,India,Madhya Pradesh,18455.6,4.43,3
Saas Bahu twin temples,4.5,1993,Gwalior,India,Madhya Pradesh,8968.5,4.74,4
Italian Garden,4.2,2095,Gwalior,India,Madhya Pradesh,8799,4.34,5
Jai Vilas Palace,4.3,1219,Gwalior,India,Madhya Pradesh,5241.7,4.43,6
Gujari Mahal,4.4,1020,Gwalior,India,Madhya Pradesh,4488,4.43,7
Assi Khamba Ki Bawadis,4.3,148,Gwalior,India,Madhya Pradesh,636.4,4.43,8
Chaturbhuj Temple,4.5,103,Gwalior,India,Madhya Pradesh,463.5,4.74,9
Karn Mahal,4.2,59,Gwalior,India,Madhya Pradesh,247.8,4.43,10
Vikram Mahal,4.2,51,Gwalior,India,Madhya Pradesh,214.2,4.43,11
Shree Vijaya Vitthala Temple,4.8,12597,Hampi,India,Karnataka,60465.6,4.62,1
"Virupaksha Temple, Hampi",4.7,10505,Hampi,India,Karnataka,49373.5,4.62,2
Stone Chariot - Hampi,4.8,9693,Hampi,India,Karnataka,46526.4,4.41,3
Lotus Mahal,4.6,8079,Hampi,India,Karnataka,37163.4,4.41,4
Queen's Bathhouse,4.3,5480,Hampi,India,Karnataka,23564,4.41,5
Group of Monuments at Hampi,4.7,3291,Hampi,India,Karnataka,15467.7,4.41,6
Shri Lakshmi Narasimha Temple,4.7,2272,Hampi,India,Karnataka,10678.4,4.62,7
Elephant Stables,4.6,2102,Hampi,India,Karnataka,9669.2,4.41,8
Underground Shiva Temple,4.5,1912,Hampi,India,Karnataka,8604,4.62,9
Hazara Raama Temple,4.7,1571,Hampi,India,Karnataka,7383.7,4.62,10
Saasivekaalu Ganesha,4.6,1587,Hampi,India,Karnataka,7300.2,4.41,11
Mathanga Hill,4.8,1176,Hampi,India,Karnataka,5644.8,4.41,12
Hampi Shri Krishna Swamy Temple,4.6,1059,Hampi,India,Karnataka,4871.4,4.62,13
Shree Badavilinga Gudi,4.7,949,Hampi,India,Karnataka,4460.3,4.62,14
Hampi,4.7,814,Hampi,India,Karnataka,3825.8,4.62,15
Shri Malyavanta Raghunatha Temple,4.7,786,Hampi,India,Karnataka,3694.2,4.62,16
Hampi Bazaar,4.5,792,Hampi,India,Karnataka,3564,4.41,17
Kadalekalu Ganesha,4.6,761,Hampi,India,Karnataka,3500.6,4.62,18
Shri Achyutaraaya Swamy Temple,4.7,734,Hampi,India,Karnataka,3449.8,4.62,19
Sunrise Sunset Point - Matanga Betta,4.8,605,Hampi,India,Karnataka,2904,4.43,20
Nandi,4.5,489,Hampi,India,Karnataka,2200.5,4.62,21
Octagonal Bath,4.5,416,Hampi,India,Karnataka,1872,4.41,22
"Yantrodharaka Hanuman Temple, Hampi",4.8,315,Hampi,India,Karnataka,1512,4.62,23
Talwar Gatta,4.4,257,Hampi,India,Karnataka,1130.8,4.41,24
Zanana Enclosure,4.4,154,Hampi,India,Karnataka,677.6,4.41,25
Temples on Hemakuta Hill,4.6,137,Hampi,India,Karnataka,630.2,4.62,26
Tungabhadraa Ghats,4.4,118,Hampi,India,Karnataka,519.2,4.41,27
Hampi Shri Varahaswami Gudi,4.3,66,Hampi,India,Karnataka,283.8,4.62,28
Shiva Temple,4.6,54,Hampi,India,Karnataka,248.4,4.62,29
Shri Ranganatha Swami Gudi,4.3,53,Hampi,India,Karnataka,227.9,4.62,30
Shri Ranganatha Swamy Temple,4.2,52,Hampi,India,Karnataka,218.4,4.62,31
"Maa Mansa Devi Mandir, Haridwar",4.6,43303,Haridwar,India,Uttarakhand,199193.8,4.64,1
"Shri Maa Chandi Devi Temple, Haridwar",4.7,15432,Haridwar,India,Uttarakhand,72530.4,4.64,2
"Bharat Mata Temple, Haridwar",4.5,7005,Haridwar,India,Uttarakhand,31522.5,4.64,3
Ganga Ghat,4.5,2340,Haridwar,India,Uttarakhand,10530,4.64,4
"Saptrishi Ashram, Haridwar",4.5,1891,Haridwar,India,Uttarakhand,8509.5,4.64,5
Maya Devi Temple,4.6,1497,Haridwar,India,Uttarakhand,6886.2,4.64,6
"Amrapur Ghat, Haridwar",4.7,1080,Haridwar,India,Uttarakhand,5076,4.64,7
Vaishno Devi,4.4,736,Haridwar,India,Uttarakhand,3238.4,4.64,8
Bhuma Niketan,4.4,584,Haridwar,India,Uttarakhand,2569.6,4.64,9
Ganga Mata Temple,4.7,235,Haridwar,India,Uttarakhand,1104.5,4.64,10
"Gurudwara 10th Paatshahi Sri Nada Sahib, Panchkula",4.9,25364,Haryana,India,Haryana,124283.6,4.82,1
"Yadavindra Gardens, Pinjore",4.3,23823,Haryana,India,Haryana,102438.9,4.27,2
Tau Devilal Town Park Faridabad (Haryana),4.3,12317,Haryana,India,Haryana,52963.1,4.27,3
Mansarovar Park,4.4,9098,Haryana,India,Delhi,40031.2,4.29,4
Srikrishna Museum,4.5,7427,Haryana,India,Haryana,33421.5,4.44,5
Sultanpur National Park,4.2,7559,Haryana,India,Haryana,31747.8,4.27,6
Tau Devi Lal Park,4.3,6179,Haryana,India,Haryana,26569.7,4.27,7
Barsi Gate,4.4,4206,Haryana,India,Haryana,18506.4,4.44,8
O P Jindal Gyan Kendra,4.4,2340,Haryana,India,Haryana,10296,4.44,9
City Park,4.1,1961,Haryana,India,Haryana,8040.1,4.27,10
Sardar Patel Park,4.1,1732,Haryana,India,Haryana,7101.2,4.27,11
Panchwati Mandir,4.7,1328,Haryana,India,Haryana,6241.6,4.82,12
Tosham Lake,4.3,1239,Haryana,India,Haryana,5327.7,4.27,13
Khwaja Khizr Tomb,4.2,966,Haryana,India,Haryana,4057.2,4.44,14
Karna Lake Karnal,4.3,775,Haryana,India,Haryana,3332.5,4.27,15
Bhindawas Bird Sanctuary - RAMSAR Wetland,4.3,722,Haryana,India,Haryana,3104.6,4.27,16
Kala Amb Park,4.2,552,Haryana,India,Haryana,2318.4,4.27,17
Bhondsi Nature Park,4.6,475,Haryana,India,Haryana,2185,4.27,18
Harsh Ka Tila,4.4,493,Haryana,India,Haryana,2169.2,4.44,19
Deer Park,4.2,417,Haryana,India,Haryana,1751.4,4.27,20
Charminar,4.5,214978,Hyderabad,India,Telangana,967401,4.45,1
Golconda Fort,4.4,122498,Hyderabad,India,Telangana,538991.2,4.45,2
Salar Jung Museum,4.4,69172,Hyderabad,India,Telangana,304356.8,4.45,3
Lumbini Park,4.1,73529,Hyderabad,India,Telangana,301468.9,4.16,4
Chowmahalla Palace,4.4,45172,Hyderabad,India,Telangana,198756.8,4.45,5
Birla Mandir,4.7,41822,Hyderabad,India,Telangana,196563.4,4.7,6
Kasu Brahmanandha Reddy National Park (KBR),4.4,19006,Hyderabad,India,Telangana,83626.4,4.16,7
The Nizam's Museum,4.2,4235,Hyderabad,India,Telangana,17787,4.45,8
Purani Haveli,4.4,540,Hyderabad,India,Telangana,2376,4.45,9
Tahniyat Mahal,4.6,239,Hyderabad,India,Telangana,1099.4,4.45,10
Kachnar City Shiva Temple,4.6,8180,Jabalpur,India,Madhya Pradesh,37628,4.74,1
Ghanta Ghar,4.1,4075,Jabalpur,India,Madhya Pradesh,16707.5,4.43,2
Dumna Nature Reserve Park,4.1,3061,Jabalpur,India,Madhya Pradesh,12550.1,4.34,3
Paat Baba Mandir,4.6,2069,Jabalpur,India,Madhya Pradesh,9517.4,4.74,4
Pisanhari ki Madiya,4.6,1969,Jabalpur,India,Madhya Pradesh,9057.4,4.74,5
Rani Durgavati Fort & Museum,4.2,1958,Jabalpur,India,Madhya Pradesh,8223.6,4.43,6
Rani Durgawati Fort,4.2,1822,Jabalpur,India,Madhya Pradesh,7652.4,4.43,7
Swayambu Sidhpeeth Sri Gupteshwar Mahadev Mandir,4.7,927,Jabalpur,India,Madhya Pradesh,4356.9,4.74,8
Sri Kalimath,4.3,609,Jabalpur,India,Madhya Pradesh,2618.7,4.74,9
Gayatri Mandir,4.6,484,Jabalpur,India,Madhya Pradesh,2226.4,4.74,10
Sangram Sagar Lake and Garden,4.2,497,Jabalpur,India,Madhya Pradesh,2087.4,4.34,11
Prem Mandir Jabalpur,4.4,338,Jabalpur,India,Madhya Pradesh,1487.2,4.74,12
Shaheed Smarak,4.3,298,Jabalpur,India,Madhya Pradesh,1281.4,4.43,13
Holy Trinity Church,4.5,219,Jabalpur,India,Madhya Pradesh,985.5,4.74,14
Uma Ghat,4.4,223,Jabalpur,India,Madhya Pradesh,981.2,4.74,15
Shree Maa Narmada Temple,4.7,192,Jabalpur,India,Madhya Pradesh,902.4,4.74,16
Katanga Tv Tower,4.3,172,Jabalpur,India,Madhya Pradesh,739.6,4.43,17
Sharda Mandir,4.6,156,Jabalpur,India,Madhya Pradesh,717.6,4.74,18
Siddh Ghat,4.6,90,Jabalpur,India,Madhya Pradesh,414,4.43,19
Balaji Temple - Jagdalpur,4.6,964,Jagdalpur,India,Chhattisgarh,4434.4,4.49,1
Kanger Valley National Park,4.1,337,Jagdalpur,India,Chhattisgarh,1381.7,4.21,2
Amber Palace,4.6,155610,Jaipur,India,Rajasthan,715806,4.51,1
Hawa Mahal,4.5,134902,Jaipur,India,Rajasthan,607059,4.51,2
Nahargarh Fort,4.5,67140,Jaipur,India,Rajasthan,302130,4.51,3
Albert Hall Museum,4.5,63412,Jaipur,India,Rajasthan,285354,4.51,4
Jantar Mantar - Jaipur,4.5,37671,Jaipur,India,Rajasthan,169519.5,4.38,5
Moti Dungri Ganesh Ji Temple,4.8,33431,Jaipur,India,Rajasthan,160468.8,4.67,6
Jal Mahal,4.2,32677,Jaipur,India,Rajasthan,137243.4,4.51,7
Jaigarh Fort,4.5,28519,Jaipur,India,Rajasthan,128335.5,4.51,8
Jai Niwas Garden,4.4,25665,Jaipur,India,Rajasthan,112926,4.38,9
Shree Akshardham Temple,4.7,14648,Jaipur,India,Rajasthan,68845.6,4.67,10
Smriti Van,4.4,6667,Jaipur,India,Rajasthan,29334.8,4.38,11
Isarlat Sargasooli,4.5,6155,Jaipur,India,Rajasthan,27697.5,4.51,12
Tripolia Gate,4.4,6256,Jaipur,India,Rajasthan,27526.4,4.51,13
Jaldhara,4.1,6309,Jaipur,India,Rajasthan,25866.9,4.38,14
Ramniwas Bagh,4.4,5637,Jaipur,India,Rajasthan,24802.8,4.38,15
Sisodia Rani ka Bagh,4.3,5083,Jaipur,India,Rajasthan,21856.9,4.38,16
Kanak Vrindavan Park,4.2,3788,Jaipur,India,Rajasthan,15909.6,4.38,17
SHRI GARH GANESH Ji TEMPLE,4.8,2744,Jaipur,India,Rajasthan,13171.2,4.67,18
