Name Place,Rating,Reviews,City,Country,State,Weighted_Score,Weighted_Average,Rank_in_City
Jaipur Wax Museum Nahargarh Fort,4.4,2901,Jaipur,India,Rajasthan,12764.4,4.51,19
Deer Park,4.4,990,Jaipur,India,Rajasthan,4356,4.38,20
Vidyadhar Bagh,4.3,975,Jaipur,India,Rajasthan,4192.5,4.38,21
Moti Doongri Fort,4.6,884,Jaipur,India,Rajasthan,4066.4,4.51,22
Jaipur Park,4.4,815,Jaipur,India,Rajasthan,3586,4.38,23
Sun Temple,4.6,724,Jaipur,India,Rajasthan,3330.4,4.67,24
Amer Stepwell,4.4,738,Jaipur,India,Rajasthan,3247.2,4.51,25
Shri Jagat Shiromani ji Temple,4.8,578,Jaipur,India,Rajasthan,2774.4,4.67,26
Dolls Museum,4.3,528,Jaipur,India,Rajasthan,2270.4,4.51,27
Galta Gate,4.3,515,Jaipur,India,Rajasthan,2214.5,4.67,28
Amber fort,4.6,390,Jaipur,India,Rajasthan,1794,4.51,29
Amrapali Museum,4.4,287,Jaipur,India,Rajasthan,1262.8,4.51,30
Maharaja Sawai Man Singh II Museum,4.5,278,Jaipur,India,Rajasthan,1251,4.51,31
Arjuna Statue,4.7,169,Jaipur,India,Rajasthan,794.3,4.51,32
Amber Fort View,4.7,159,Jaipur,India,Rajasthan,747.3,4.51,33
Sawai Man Singh Statue,4.7,143,Jaipur,India,Rajasthan,672.1,4.51,34
Chandra Mahal,4.4,115,Jaipur,India,Rajasthan,506,4.51,35
Watch Tower,4.7,56,Jaipur,India,Rajasthan,263.2,4.51,36
Jaisalmer Fort,4.4,56012,Jaisalmer,India,Rajasthan,246452.8,4.51,1
Kothari's Patwon Ki Haveli / Patwa Haveli,4.3,13936,Jaisalmer,India,Rajasthan,59924.8,4.51,2
Jaisalmer War Museum,4.7,12599,Jaisalmer,India,Rajasthan,59215.3,4.51,3
The Thar Heritage Museum,4.6,445,Jaisalmer,India,Rajasthan,2047,4.51,4
Government Museum,4.1,258,Jaisalmer,India,Rajasthan,1057.8,4.51,5
Baa ri haveli,4.3,141,Jaisalmer,India,Rajasthan,606.3,4.51,6
Akhnoor Fort,4.2,3592,Jammu,India,Jammu And Kashmir,15086.4,4.5,1
Maharaja Hari Singh Ji Park,4.2,2174,Jammu,India,Jammu And Kashmir,9130.8,4.41,2
Bagh-E-Bahu,4.4,1221,Jammu,India,Jammu And Kashmir,5372.4,4.41,3
Amar Mahal Museum and Library,4.2,1099,Jammu,India,Jammu And Kashmir,4615.8,4.5,4
Mubarak Mandi Park,4.2,739,Jammu,India,Jammu And Kashmir,3103.8,4.41,5
Maha Maya Temple,4.8,583,Jammu,India,Jammu And Kashmir,2798.4,4.68,6
Bahu Fort Park,4.3,332,Jammu,India,Jammu And Kashmir,1427.6,4.41,7
Dogra Art Museum,4.2,257,Jammu,India,Jammu And Kashmir,1079.4,4.5,8
Dalma Wildlife Sanctuary,4.2,14070,Jamshedpur,India,Jharkhand,59094,4.28,1
Sir Dorabji Tata Park,4.6,6712,Jamshedpur,India,Jharkhand,30875.2,4.28,2
Bhatia Park,4.1,4912,Jamshedpur,India,Jharkhand,20139.2,4.28,3
Millennium Park,4.3,3890,Jamshedpur,India,Jharkhand,16727,4.28,4
Jubilee Park,4.6,2193,Jamshedpur,India,Jharkhand,10087.8,4.28,5
Tata Zoo Lake,4.4,751,Jamshedpur,India,Jharkhand,3304.4,4.28,6
Eco- Park,4.1,576,Jamshedpur,India,Jharkhand,2361.6,4.28,7
Moolgaokar Park,4.3,456,Jamshedpur,India,Jharkhand,1960.8,4.28,8
Jamshedpur Coin Museum,4.2,270,Jamshedpur,India,Jharkhand,1134,4.23,9
Dimna Lake,4.6,89,Jamshedpur,India,Jharkhand,409.4,4.28,10
Bat Island,4.2,60,Jamshedpur,India,Jharkhand,252,4.28,11
Jim Corbett National Park,4.4,29924,Jim,India,Uttarakhand,131665.6,4.34,1
Mehrangarh Fort,4.6,64043,Jodhpur,India,Rajasthan,294597.8,4.51,1
Jaswant Thada,4.4,13038,Jodhpur,India,Rajasthan,57367.2,4.51,2
Toorji Ka Jhalra Bavdi,4.3,6643,Jodhpur,India,Rajasthan,28564.9,4.51,3
Rao Jodha Desert Rock Park,4.2,2595,Jodhpur,India,Rajasthan,10899,4.38,4
Ummed Garden,4.2,1328,Jodhpur,India,Rajasthan,5577.6,4.38,5
"Sardar Government Museum, Jodhpur",4.3,277,Jodhpur,India,Rajasthan,1191.1,4.51,6
Sheesh Palace,4.7,160,Jodhpur,India,Rajasthan,752,4.51,7
Jai Pol,4.4,108,Jodhpur,India,Rajasthan,475.2,4.51,8
Jog Falls View Point,4.5,21903,Jog,India,Karnataka,98563.5,4.43,1
Delo Park,4.5,9338,Kalimpong,India,West Bengal,42021,4.43,1
Durpin Monastery,4.5,1909,Kalimpong,India,West Bengal,8590.5,4.55,2
Mangal Dham Temple,4.5,1587,Kalimpong,India,West Bengal,7141.5,4.55,3
Geden Tharpa Choling Monastery,4.7,314,Kalimpong,India,West Bengal,1475.8,4.55,4
Lepcha Museum,4.4,121,Kalimpong,India,West Bengal,532.4,4.54,5
Kanha Tiger Reserve,4.5,9196,Kanha,India,Madhya Pradesh,41382,4.34,1
Kanyakumari Sunrise View,4.6,37688,Kanniyakumari,India,Tamil Nadu,173364.8,4.41,1
Padmanabhapuram Palace,4.4,19052,Kanniyakumari,India,Tamil Nadu,83828.8,4.37,2
Vattakottai Fort,4.3,7785,Kanniyakumari,India,Tamil Nadu,33475.5,4.37,3
Kanyakumari Beach,4.5,6694,Kanniyakumari,India,Tamil Nadu,30123,4.41,4
Mayapuri Wonder Wax,4.1,6793,Kanniyakumari,India,Tamil Nadu,27851.3,4.37,5
KanniyaKumari Amman Temple,4.5,5957,Kanniyakumari,India,Tamil Nadu,26806.5,4.69,6
Our Lady of Ransom Shrine,4.6,1855,Kanniyakumari,India,Tamil Nadu,8533,4.69,7
Periyakadu beach,4.5,1297,Kanniyakumari,India,Tamil Nadu,5836.5,4.41,8
Southern most point of India,4.6,469,Kanniyakumari,India,Tamil Nadu,2157.4,4.37,9
"Shri Mahaveerswami Jain Mandir Dadawadi, Kanyakumari",4.5,390,Kanniyakumari,India,Tamil Nadu,1755,4.69,10
Beach Promenade,4.3,312,Kanniyakumari,India,Tamil Nadu,1341.6,4.41,11
Pozhikarai Beach Park,4.4,251,Kanniyakumari,India,Tamil Nadu,1104.4,4.41,12
"Vivekananda Kendra Beach, Vivekanandapuram",4.5,190,Kanniyakumari,India,Tamil Nadu,855,4.41,13
Kanyakumari,4.5,128,Kanniyakumari,India,Tamil Nadu,576,4.37,14
Kanyakumari Tourist View Point Gandhi Mandapam,4.5,109,Kanniyakumari,India,Tamil Nadu,490.5,4.41,15
Kanyakumari Sunrise View,4.6,37114,Kanyakumari,India,Tamil Nadu,170724.4,4.41,1
Vattakottai Fort,4.3,7726,Kanyakumari,India,Tamil Nadu,33221.8,4.37,2
Kanyakumari Bhagavathy Amman Temple,4.5,5657,Kanyakumari,India,Tamil Nadu,25456.5,4.69,3
Kanyakumari,4.6,122,Kanyakumari,India,Tamil Nadu,561.2,4.37,4
Kanyakumari Tourist View Point Gandhi Mandapam,4.5,103,Kanyakumari,India,Tamil Nadu,463.5,4.41,5
SUN RISE SNACKS TEA MAGGI POINT,4.5,1986,Kasauli,India,Himachal Pradesh,8937,4.49,1
"Christ Church, Kasauli",4.5,1800,Kasauli,India,Himachal Pradesh,8100,4.59,2
Gilbert Nature Trail,4.5,1385,Kasauli,India,Himachal Pradesh,6232.5,4.49,3
"Manki Point, Sanjeevni Hanuman Temple, Kasauli",4.6,1013,Kasauli,India,Himachal Pradesh,4659.8,4.59,4
Timber Trail Kasauli,4.3,202,Kasauli,India,Himachal Pradesh,868.6,4.49,5
Shirdi Sai Baba Mandir,4.6,137,Kasauli,India,Himachal Pradesh,630.2,4.59,6
Chalal Trek Trail,4.5,4374,Kasol,India,Himachal Pradesh,19683,4.49,1
Parvati Valley,4.7,690,Kasol,India,Himachal Pradesh,3243,4.49,2
Nature Park Kasol,4.5,278,Kasol,India,Himachal Pradesh,1251,4.49,3
"Shree Durga Temple,Katihar",4.6,2299,Katihar,India,Bihar,10575.4,4.65,1
mnihaarii ghaatt (gNgaa),4.2,171,Katihar,India,Bihar,718.2,4.65,2
BARGANDI GARDEN (HIDDEN GARDEN),4.2,130,Katihar,India,Bihar,546,4.19,3
Swarna Jayanti Park,4.1,58,Katihar,India,Bihar,237.8,4.19,4
Kaziranga National Park,4.5,6840,Kaziranga,India,Assam,30780,4.49,1
Sunset cafe lonavala Khandala rajmachi point 0702,4.4,2263,Khandala,India,Maharashtra,9957.2,4.35,1
Subhash Bose Park,4.5,25411,Kochi,India,Kerala,114349.5,4.43,1
Mattancherry Palace,4.2,15108,Kochi,India,Kerala,63453.6,4.42,2
Queen's Walkway,4.6,9954,Kochi,India,Kerala,45788.4,4.43,3
Indian Naval Maritime Museum,4.6,4126,Kochi,India,Kerala,18979.6,4.42,4
Njarackal Arattuvazhi Beach,4.2,451,Kochi,India,Kerala,1894.2,4.43,5
International Tourism Police Station And Police Museum,4.3,135,Kochi,India,Kerala,580.5,4.42,6
Bryant Park,4.2,24440,Kodaikanal,India,Tamil Nadu,102648,4.41,1
Kodaikanal Hill Station,4.6,19120,Kodaikanal,India,Tamil Nadu,87952,4.41,2
Kodaikanal Lake,4.5,6950,Kodaikanal,India,Tamil Nadu,31275,4.41,3
Kurinji Andavar Temple,4.7,5862,Kodaikanal,India,Tamil Nadu,27551.4,4.69,4
Chettiar Park,4.1,3435,Kodaikanal,India,Tamil Nadu,14083.5,4.41,5
Kodaikanal Solar Observatory Museum,4.3,3132,Kodaikanal,India,Tamil Nadu,13467.6,4.41,6
punnnit iruty klluuri arungkaattciykm,4.3,3059,Kodaikanal,India,Tamil Nadu,13153.7,4.37,7
Natural History Museum,4.4,2009,Kodaikanal,India,Tamil Nadu,8839.6,4.37,8
Sarts gallery,4.3,1744,Kodaikanal,India,Tamil Nadu,7499.2,4.41,9
"Government Rose Garden , Kodaikanal",4.2,1004,Kodaikanal,India,Tamil Nadu,4216.8,4.41,10
Poondi,4.6,275,Kodaikanal,India,Tamil Nadu,1265,4.41,11
CSI Christ the King Church Kodaikanal,4.6,150,Kodaikanal,India,Tamil Nadu,690,4.69,12
CommonWealth World War II Cemetry,4.3,1391,Kohima,India,Nagaland,5981.3,4.3,1
Kohima Cathedral Church,4.5,382,Kohima,India,Nagaland,1719,4.5,2
Dzuleke,4.5,178,Kohima,India,Nagaland,801,4.38,3
Kuozhu View Point,4.1,109,Kohima,India,Nagaland,446.9,4.38,4
Dzukou Point,4.3,65,Kohima,India,Nagaland,279.5,4.38,5
Kapamodzu Peak,4.6,58,Kohima,India,Nagaland,266.8,4.38,6
Eco Park,4.5,169298,Kolkata,India,West Bengal,761841,4.43,1
Victoria Memorial,4.6,73760,Kolkata,India,West Bengal,339296,4.54,2
Indian Museum,4.5,49504,Kolkata,India,West Bengal,222768,4.54,3
Rabindra Sarobar Lake,4.5,42952,Kolkata,India,West Bengal,193284,4.43,4
James Prinsep Monument,4.5,38130,Kolkata,India,West Bengal,171585,4.54,5
"Millennium Park, Kolkata",4.1,27672,Kolkata,India,West Bengal,113455.2,4.43,6
St. Paul Cathedral Church,4.6,15632,Kolkata,India,West Bengal,71907.2,4.55,7
Birla Mandir,4.6,14702,Kolkata,India,West Bengal,67629.2,4.55,8
Elliot Park,4.3,14700,Kolkata,India,West Bengal,63210,4.43,9
"Fort William, India",4.6,13361,Kolkata,India,West Bengal,61460.6,4.54,10
Jorasanko Thakurbari,4.6,12239,Kolkata,India,West Bengal,56299.4,4.54,11
"Central Park, Salt Lake, Kolkata",4.3,9393,Kolkata,India,West Bengal,40389.9,4.43,12
Nakhoda Masjid,4.6,6487,Kolkata,India,West Bengal,29840.2,4.55,13
Tala Jheel Park Kolkata,4.3,5835,Kolkata,India,West Bengal,25090.5,4.43,14
Lions Safari Park,4.6,3586,Kolkata,India,West Bengal,16495.6,4.43,15
Mohar Kunja,4.4,3426,Kolkata,India,West Bengal,15074.4,4.43,16
Sri Jagannath Temple - Khidirpur,4.7,2971,Kolkata,India,West Bengal,13963.7,4.55,17
Shaheed Minar,4.4,2904,Kolkata,India,West Bengal,12777.6,4.54,18
Metcalfe Hall,4.6,2409,Kolkata,India,West Bengal,11081.4,4.54,19
Shiv Mandir Sarbajanin Durgapuja,4.5,1859,Kolkata,India,West Bengal,8365.5,4.54,20
Smaranika Tram Museum,4.4,1565,Kolkata,India,West Bengal,6886,4.54,21
Nipponzan Myohoji Buddhist Temple,4.6,1125,Kolkata,India,West Bengal,5175,4.55,22
Nature Study Park,4.2,965,Kolkata,India,West Bengal,4053,4.43,23
St. John's Church,4.6,726,Kolkata,India,West Bengal,3339.6,4.55,24
Victoria Square,4.4,651,Kolkata,India,West Bengal,2864.4,4.43,25
Kolkata Police Museum,4.6,566,Kolkata,India,West Bengal,2603.6,4.54,26
Citizen's Park,4.4,184,Kolkata,India,West Bengal,809.6,4.43,27
Jorasanko Rajbati,4.3,157,Kolkata,India,West Bengal,675.1,4.54,28
Maulana Azad Museum,4.5,99,Kolkata,India,West Bengal,445.5,4.54,29
Minmangal Ghat,4.3,102,Kolkata,India,West Bengal,438.6,4.54,30
leniner muurti,4.1,66,Kolkata,India,West Bengal,270.6,4.54,31
Mata Sarwamangla Temple,4.6,2221,Korba,India,Chhattisgarh,10216.6,4.49,1
Silver Jubilee Park NTPC Jamnipali,4.2,1794,Korba,India,Chhattisgarh,7534.8,4.21,2
Kohadiya Garden KP,4.2,74,Korba,India,Chhattisgarh,310.8,4.21,3
Kovalam Beach,4.4,68353,Kovalam,India,Kerala,300753.2,4.43,1
Grove Beach,4.3,1564,Kovalam,India,Kerala,6725.2,4.43,2
Rock Cut Cave Shiva Temple,4.2,1266,Kovalam,India,Kerala,5317.2,4.42,3
Samudra Beach Park,4.3,746,Kovalam,India,Kerala,3207.8,4.43,4
Kovalam Sea View,4.5,131,Kovalam,India,Kerala,589.5,4.43,5
Lavasa Nature Trail,4.3,1731,Lavasa,India,Maharashtra,7443.3,4.35,1
Dasve View Point,4.4,461,Lavasa,India,Maharashtra,2028.4,4.35,2
"Hall of Fame, Leh",4.7,8795,Leh,India,Jammu And Kashmir,41336.5,4.5,1
Shanti Stupa,4.7,5745,Leh,India,Jammu And Kashmir,27001.5,4.68,2
Karla Caves,4.4,27343,Lonavala,India,Maharashtra,120309.2,4.49,1
Shree Narayani Dham Temple,4.7,19655,Lonavala,India,Maharashtra,92378.5,4.69,2
Bhairavnath Temple,4.2,238,Lonavala,India,Maharashtra,999.6,4.69,3
Bada Imambara,4.4,45613,Lucknow,India,Uttar Pradesh,200697.2,4.5,1
Gomti Riverfront Park,4.3,33759,Lucknow,India,Uttar Pradesh,145163.7,4.29,2
Rumi Darwaza,4.5,16431,Lucknow,India,Uttar Pradesh,73939.5,4.5,3
"The Residency, Lucknow",4.3,14881,Lucknow,India,Uttar Pradesh,63988.3,4.5,4
Chota Imambara,4.5,13431,Lucknow,India,Uttar Pradesh,60439.5,4.5,5
State Museum Lucknow,4.3,3720,Lucknow,India,Uttar Pradesh,15996,4.5,6
Sikandar Bagh,4.1,2524,Lucknow,India,Uttar Pradesh,10348.4,4.5,7
Satkhanda,4.4,1145,Lucknow,India,Uttar Pradesh,5038,4.5,8
Shaheed Smarak,4.4,1013,Lucknow,India,Uttar Pradesh,4457.2,4.5,9
Chhatar Manzil,4.2,1051,Lucknow,India,Uttar Pradesh,4414.2,4.5,10
Suraj Kund Park,4.1,370,Lucknow,India,Uttar Pradesh,1517,4.29,11
Big Foot Goa,4.1,7491,Madgaon,India,Goa,30713.1,4.25,1
Shri Kamakshi Temple,4.8,3380,Madgaon,India,Goa,16224,4.54,2
Our Lady of Grace Church,4.5,1414,Madgaon,India,Goa,6363,4.54,3
Palacio do Deao,4.6,817,Madgaon,India,Goa,3758.2,4.25,4
Shree Damodar Temple,4.6,563,Madgaon,India,Goa,2589.8,4.54,5
SGPDA Joggers Park,4.1,336,Madgaon,India,Goa,1377.6,4.44,6
St. Sebastian Church,4.4,311,Madgaon,India,Goa,1368.4,4.54,7
Shri Damodar Sal,4.7,231,Madgaon,India,Goa,1085.7,4.54,8
Rachol Historical Fort Gate,4.4,228,Madgaon,India,Goa,1003.2,4.25,9
Raja's Seat View point,4.4,845,Madikeri,India,Karnataka,3718,4.43,1
Elephants' Statue,4.2,128,Madikeri,India,Karnataka,537.6,4.41,2
Raja's seat park,4.5,96,Madikeri,India,Karnataka,432,4.43,3
Kunduru Motte Sri Chowtti Maramma Tayi Temple,4.7,77,Madikeri,India,Karnataka,361.9,4.62,4
Gandhi Mantapa,4.1,73,Madikeri,India,Karnataka,299.3,4.41,5
Karwale Bhagavathi Temple,4.5,53,Madikeri,India,Karnataka,238.5,4.62,6
Meenakshi Amman Temple,4.7,65537,Madurai,India,Tamil Nadu,308023.9,4.69,1
Shri Koodal Azhagar Temple,4.7,9769,Madurai,India,Tamil Nadu,45914.3,4.69,2
Maariamman Kovil Teppakulam,4.6,5856,Madurai,India,Tamil Nadu,26937.6,4.69,3
Arulmigu Inmaiyil Nanmai Tharuvar Temple,4.7,4777,Madurai,India,Tamil Nadu,22451.9,4.69,4
Madurai Corporation Eco Park,4.1,3546,Madurai,India,Tamil Nadu,14538.6,4.41,5
Sri Alagar Temple,4.7,890,Madurai,India,Tamil Nadu,4183,4.69,6
Arulmigu Sri Muktheeswarar Temple vaayu sthalam,4.8,826,Madurai,India,Tamil Nadu,3964.8,4.69,7
Yanai Malai Hill,4.4,332,Madurai,India,Tamil Nadu,1460.8,4.37,8
Shri Madurai Veeran Swamy Temple,4.6,80,Madurai,India,Tamil Nadu,368,4.69,9
Mahabaleshwar Temple,4.7,11319,Mahabaleshwar,India,Maharashtra,53199.3,4.69,1
Venna Lake,4.4,3607,Mahabaleshwar,India,Maharashtra,15870.8,4.35,2
Krishnabai Mandir,4.7,1301,Mahabaleshwar,India,Maharashtra,6114.7,4.69,3
Bhilar Water Fall Point,4.2,1332,Mahabaleshwar,India,Maharashtra,5594.4,4.35,4
Holy Cross Church Mahabaleshwar,4.5,106,Mahabaleshwar,India,Maharashtra,477,4.69,5
Valley View Waterfall,4.6,58,Mahabaleshwar,India,Maharashtra,266.8,4.35,6
Hadimba Devi Temple,4.6,38406,Manali,India,Himachal Pradesh,176667.6,4.59,1
Shri Vashishtha Temple,4.5,22904,Manali,India,Himachal Pradesh,103068,4.59,2
Solang Valley,4.6,17681,Manali,India,Himachal Pradesh,81332.6,4.49,3
Van Vihar National Park,4.2,8055,Manali,India,Himachal Pradesh,33831,4.49,4
"Manu Temple, Old Manali",4.5,3993,Manali,India,Himachal Pradesh,17968.5,4.59,5
Shri Anjani Mahadev Mandir,4.7,2782,Manali,India,Himachal Pradesh,13075.4,4.59,6
Museum of Himachal Culture & Folk Art,4.1,1016,Manali,India,Himachal Pradesh,4165.6,4.55,7
Ghatotkach Tree Temple,4.5,326,Manali,India,Himachal Pradesh,1467,4.59,8
Whiteland holidays,4.6,252,Manali,India,Himachal Pradesh,1159.2,4.59,9
Snow Man Point,4.4,170,Manali,India,Himachal Pradesh,748,4.49,10
Gauri Shankar Temple,4.6,158,Manali,India,Himachal Pradesh,726.8,4.59,11
Manali Nature Park,4.7,139,Manali,India,Himachal Pradesh,653.3,4.49,12
Bhrigu Lake Trek,4.8,70,Manali,India,Himachal Pradesh,336,4.49,13
Hadimba Himachal Park,4.6,54,Manali,India,Himachal Pradesh,248.4,4.49,14
Sinquerim Fort,4.5,15553,Marmagao,India,Goa,69988.5,4.25,1
Japanese Garden,4.1,7542,Marmagao,India,Goa,30922.2,4.44,2
Big Foot Goa,4.1,7491,Marmagao,India,Goa,30713.1,4.25,3
Joggers Park,4.4,1676,Marmagao,India,Goa,7374.4,4.44,4
Siridao Rock Beach,4.5,404,Marmagao,India,Goa,1818,4.44,5
Vasco Clock Tower,4.1,111,Marmagao,India,Goa,455.1,4.25,6
Matheran Hill Station,4.5,28780,Matheran,India,Maharashtra,129510,4.35,1
Panorama Point,4.6,591,Matheran,India,Maharashtra,2718.6,4.35,2
Madhavji Point,4.3,337,Matheran,India,Maharashtra,1449.1,4.35,3
Pay Master Park,4.2,170,Matheran,India,Maharashtra,714,4.35,4
Pisarnath Mahadev Mandir,4.6,133,Matheran,India,Maharashtra,611.8,4.69,5
Matheran Shiv Mandir,4.2,52,Matheran,India,Maharashtra,218.4,4.69,6
Holi Gate,4.4,6552,Mathura,India,Uttar Pradesh,28828.8,4.5,1
"Chinta Haran Mahadev, Mathura",4.7,2200,Mathura,India,Uttar Pradesh,10340,4.69,2
"Shri Bhuteshwar Mahadev Temple, Mathura",4.7,1542,Mathura,India,Uttar Pradesh,7247.4,4.69,3
"Government Museum, Mathura",4.3,1542,Mathura,India,Uttar Pradesh,6630.6,4.5,4
Basantar Park,4.2,278,Mathura,India,Uttar Pradesh,1167.6,4.29,5
Tulsi Van,4.8,184,Mathura,India,Uttar Pradesh,883.2,4.29,6
Bhagsu Naag Temple,4.5,7004,Mcleodganj,India,Himachal Pradesh,31518,4.59,1
Naddi Hill Point Mcleod Ganj,4.5,2975,Mcleodganj,India,Himachal Pradesh,13387.5,4.49,2
Tsuglagkhang Complex Dalai Lama Temple,4.6,2510,Mcleodganj,India,Himachal Pradesh,11546,4.59,3
Mcleod Ganj Trekk,4.7,1824,Mcleodganj,India,Himachal Pradesh,8572.8,4.49,4
Aghanjar Mahadev,4.7,1559,Mcleodganj,India,Himachal Pradesh,7327.3,4.59,5
Namgyal Monastery,4.6,1417,Mcleodganj,India,Himachal Pradesh,6518.2,4.59,6
Kalachakra temple,4.5,871,Mcleodganj,India,Himachal Pradesh,3919.5,4.59,7
Laka Glacier,4.8,171,Mcleodganj,India,Himachal Pradesh,820.8,4.49,8
Dip Tse Chok Ling,4.4,145,Mcleodganj,India,Himachal Pradesh,638,4.59,9
McLeod Square Temple,4.5,134,Mcleodganj,India,Himachal Pradesh,603,4.59,10
Japanese Garden,4.2,11500,Mohali,India,Chandigarh,48300,4.37,1
Gurudwara Sri Amb Sahib,4.8,7200,Mohali,India,Punjab,34560,4.9,2
Garden of Silence,4.5,6316,Mohali,India,Chandigarh,28422,4.37,3
Rose Garden,4.4,5342,Mohali,India,Punjab,23504.8,4.36,4
Silvi Park,4.4,4774,Mohali,India,Punjab,21005.6,4.36,5
Leisure Valley,4.4,4490,Mohali,India,Chandigarh,19756,4.37,6
Bougainvillea Park,4.4,1875,Mohali,India,Chandigarh,8250,4.37,7
Sukhna Wildlife Sanctuary,4.4,1676,Mohali,India,Chandigarh,7374.4,4.37,8
Topiary Park,4.2,1626,Mohali,India,Chandigarh,6829.2,4.37,9
Butterfly Park,4.1,1605,Mohali,India,Chandigarh,6580.5,4.37,10
Leisure Valley Park Mohali,4.5,965,Mohali,India,Punjab,4342.5,4.36,11
Eiffel Tower Replica,4.1,803,Mohali,India,Chandigarh,3292.3,4.37,12
Hibiscus Garden,4.4,384,Mohali,India,Chandigarh,1689.6,4.37,13
Mandir Park,4.6,363,Mohali,India,Punjab,1669.8,4.36,14
park sec 80,4.2,284,Mohali,India,Punjab,1192.8,4.36,15
Freedom Fighters Park,4.1,121,Mohali,India,Punjab,496.1,4.36,16
Tank Monument,4.3,76,Mohali,India,Chandigarh,326.8,4.41,17
Sunset Point,4.4,11392,Mount,India,Rajasthan,50124.8,4.38,1
Brahmakumaris Peace Park,4.2,7805,Mount,India,Rajasthan,32781,4.38,2
Nakki Lake,4.5,5829,Mount,India,Rajasthan,26230.5,4.38,3
Delwara Temple,4.6,4631,Mount,India,Rajasthan,21302.6,4.67,4
Honeymoon Point,4.4,3001,Mount,India,Rajasthan,13204.4,4.38,5
Nakki Lake Garden,4.3,3013,Mount,India,Rajasthan,12955.9,4.38,6
LUCKY'S Celebrity Wax Museum,4.3,1939,Mount,India,Rajasthan,8337.7,4.51,7
Arbuda Devi Temple,4.6,1660,Mount,India,Rajasthan,7636,4.67,8
Crocodile Park,4.1,1835,Mount,India,Rajasthan,7523.5,4.38,9
Shankar Math,4.5,923,Mount,India,Rajasthan,4153.5,4.67,10
Adhar Devi Mandir/ Arbuda Mata Mandir,4.8,810,Mount,India,Rajasthan,3888,4.67,11
"Adhar Devi Stop, Mount Abu",4.5,853,Mount,India,Rajasthan,3838.5,4.67,12
